Wann?,Ort,Ortsteil,Strasse,Schaden?,Privat,Firma,Gaststätte,Sonstige,Meldung,Ortsdaten  www.gpsies.com/coordinate.do
22.11.2013,Heilbronn,,Stuttgarter Straße,,,x,,,"Im fünfstelligen Euro-Bereich dürfte der Wert der Gegenstände liegen, welche in der Zeit von Freitag, 22. November bis Montag, 25. November 2013, bei einem Einbruch in Heilbronn gestohlen wurden. Ein Unbekannter hatte an einem Autohaus in der Stuttgarter Straße das Tor des Reifenlagers aufgebrochen und ließ von dort 16 Sätze Reifen samt Felgen, zwölf Reifen verschiedener Marken und Größen, einen Endschalldämpfer und zwei Dachboxen mitgehen. Der Abtransport muss mit einem größeren Fahrzeug vorgenommen worden sein. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131/104-2500 entgegen.",
22.11.2013,Obereisesheim,,In der Fuchshalde,,,x,,,In der Nacht zum vergangenen Freitag brach ein bislang unbekannter Täter an einem Firmengebäude in der Fuchshalde  ein Fenster auf und verschaffte sich so Zugang in das Gebäude. Im Rahmen der Durchsuchung eines Büros fiel dem Täter die Kaffeekasse mit Bargeld in Höhe von mehreren hundert EURO in die Hände.,
23.11.2013,Öhringen,,Tiele-Winckler-Straße,,,,,Jugendhilfe,"In der Nacht zum Samstag drang ein noch unbekannte Täter in ein Gebäude der evangelischen Jugendhilfe Friedenshort in der Tiele-Winckler-Straße in Öhringen gewaltsam ein, indem eine Fensterscheibe eingeschlagen und das Fenster anschließend geöffnet wurde. Zuvor hatte der Täter vergeblich versucht, dieses Fenster sowie eine Hintereingangstüre aufzuhebeln. In einem Büro und einem weiteren Zimmer wurde offensichtlich gezielt nach Bargeld gesucht. Die gesamte Büroeinrichtung blieb vom Einbrecher unbeachtet. Schließlich begab sich der Eindringling in den Keller, wo ein an der Wand befestigter Tresor mit brachialer Gewalt weggewuchtet und komplett entwendet wurde. Der Täter flüchtete anschließend vermutlich wieder durch das zuvor eingeschlagene Fenster. Der angerichtete Sachschaden beläuft sich nach ersten Schätzungen auf ca. 1500 Euro. Hinweise an die Polizei Öhringen, Tel. 07941/9300",
24.11.2013,Heilbronn,,Lammgasse,,,x,,Juvelier,"Mit einem Vorschlaghammer versuchten am Sonntagmorgen, kurz nach 5 Uhr, drei Unbekannte das Schaufenster eines Juweliers in der Heilbronner Lammgasse einzuschlagen. Es gelang dem Trio jedoch nicht, da es sich bei der Scheibe um Sicherheitsglas handelt. Zeugen beobachteten die Täter und sahen, wie sie mit einem silberfarbenen oder weißen VW Passat Kombi wegfuhren. Der PKW hatte ein Kennzeichen, das mit ST begann. Eventuell handelte es sich um ein ausländisches Kennzeichen. Die Unbekannten wurden beschrieben als 19 bis 30 Jahre alte Männer. Einer ist zwischen 1,70 Meter und 1,80 Meter groß und hat eine kräftige Figur. Zur Tatzeit war dieser Mann bekleidet mit einer hellen Kapuzenjacke, die im Bauch- und im Rückenbereich etwas dunkler ist. Außerdem trug er eine hellgraue Jogginghose. Bei dem Vorschlaghammer handelt es sich um ein neueres Werkzeug mit einem schwarz-gelben Kunststoffstiel. Diesen Hammer und eine Steppdecke, die wahrscheinlich zur Lärmdämpfung benutzt wurde, ließen die Einbrecher zurück. Die alarmierte Polizei leitete sofort nach der Alarmierung eine Fahndung ein. Zeugen, die wissen, wo der Vorschlaghammer gekauft wurde oder Hinweise auf die Täter haben, werden gebeten, sich mit dem Polizeirevier Heilbronn, Telefon 07131 104-2500, in Verbindung zu setzen.",
25.11.2013,Heilbronn,,Wilhelmstraße,,,,x,,"Auf Bargeld hatte es offenbar ein bislang noch unbekannter Einbrecher am Montag, in der Zeit von 00.00 Uhr bis 07.00 Uhr, abgesehen. Der Täter hatte die Tür einer Gaststätte in der Heilbronner Wilhelmstraße aufgebrochen und konnte so in das Innere der Gaststätte gelangen. Dort wurden zwei Spielautomaten aufgewuchtet und das darin befindliche Geld entnommen. Die Höhe des Betrages steht derzeit noch nicht fest. Der angerichtete Sachschaden beläuft sich auf mehrere hundert Euro. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131/104-2500 entgegen.",
25.11.2013,Heilbronn,,Schäfergasse,,x,,,,"Zwei Wohnungen in der Heilbronner Schäfergasse waren am Montag, in der Zeit von 7.30 Uhr bis 17.30 Uhr, das Ziel eines bislang unbekannten Einbrechers. Der Täter hatte zwei Türen aufgewuchtet und konnte so die Räume betreten. Bisher konnte nicht festgestellt werden, dass irgendetwas gestohlen wurde, allerdings sind die Ermittlungen noch nicht abgeschlossen. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131/104-2500 entgegen.",
25.11.2013,Mainhardt,,Im Seetal,300,,x,,,"Einbrecher suchten in der Nacht auf Montag einen Verbrauchermarkt ‚Im Seetal‘ auf. Der Versuch, die Haupteingangstür aufzuhebeln, misslang jedoch. Durch die Einbrecher wurde ein Schaden von 300 Euro verursacht.",
26.11.2013,Bad Wimpfen,,Schulstraße,,,,,Schule,"In der Nacht zum Dienstag wurde in das Bad Wimpfener Hohenstaufengymnasium in der Schulstraße eingebrochen. Der Unbekannte schlug dazu ein Fenster ein und konnte so in das Innere des Gebäudes gelangen. Außer einigen Videocassetten fiel dem Einbrecher wohl nichts in die Hände. Der Wert des Diebesgutes ist recht gering, allerdings beträgt der angerichtete Sachschaden mehrere hundert Euro. Hinweise nimmt die Polizei Bad Wimpfen unter der Tel.Nr.: 07063/93340 entgegen.",
26.11.2013,Ilsfeld,,Hölderlinweg,,x,,,,"Ein Haus im Ilsfelder Hölderlinweg war am Dienstag, gegen 18.45 Uhr, das Ziel eines bislang Einbrechers. Der Täter hatte eine Tür aufgehebelt und konnte so in das Innere des Gebäudes gelangen. Bei der anschließenden Durchsuchung fielen dem Unbekannten mehrere Uhren, Schmuckstücke und Briefmarkenalben in die Hände. Der genaue Wert des Diebesgutes ist derzeit noch nicht bekannt. Nach dem bisherigen Stand der Ermittlungen ist davon auszugehen, dass der Täter durch die Rückkehr der Hausbewohnerin in seiner weiteren Tatausführung gestört wurde und unerkannt flüchtete. Personen, die während des Abends rund um den Tatort verdächtige Wahrnehmungen machen konnten oder sonstige sachdienliche Hinweise geben können werden gebeten, sich unter der Tel.Nr.: 07062/915550 mit der Polizei Ilsfeld in Verbindung zu setzen.",
28.11.2013,Nordheim,,Landturmstraße,,,x,,,"Auf Bargeld hatte es ein bislang Unbekannter abgesehen, als er in der Nacht zum Mittwoch eine Firma in der Nordheimer Landturmstraße heimsuchte. Der Einbrecher hatte zunächst ein Fenster aufgebrochen und konnte so in das Innere des Gebäudes gelangen. Dort wurden mehrere Behältnisse durchsucht. Die genaue Höhe des Bargeldbetrages, welcher dem Täter dabei in die Hände fiel, ist  noch nicht bekannt. Sachdienliche Hinweise nimmt die Polizei Lauffen unter der Tel.Nr.: 07133/2090 entgegen.",
28.11.2013,Pfaffenhofen,,Heilbronner Straße,,,x,,,"Bei einem Einbruch in Pfaffenhofen erbeutete ein bislang Unbekannter Zigaretten im Wert von mehreren tausend Euro. Der Einbrecher hatte sich dazu in der Nacht zum Mittwoch eine in der Heilbronner Straße gelegene Tankstelle ausgesucht. Nachdem der Täter ein Fenster aufgedrückt hatte und in das Gebäudeinnere gelangt war, nahm er die Zigaretten an sich und versuchte zudem noch, einen Safe aufzubrechen. Dies misslang jedoch. Der angerichtete Schaden dürfte mehrere tausend Euro betragen. Hinweise nimmt die Polizei Lauffen unter der Tel.Nr.: 07133/2090 entgegen.",
01.12.2013,Bad Rappenau,,Salzelmener Straße,,x,,,,"Zwei bislang Unbekannte versuchten am Sonntag um 03.15 Uhr in ein Wohnhaus in der Salzelmener Straße einzubrechen. Gerade als ein Bewohner nach Hause kam flüchtete ein Täter zu einem in der Nähe abgestellten blau-weißen Mountainbike mit eingeschaltetem LED-Licht und fuhr davon. Der Mann war ca. 19 – 20 Jahre alt, ca. 170 – 175 cm groß, trug eine beige Jacke mit braunen Applikationen sowie eine Kapuze auf dem Kopf. Ein zweiter Täter, der sich am Rolladen eines ebenerdig befindlichen Schlafzimmerfensters zu schaffen machte, flüchtete zu Fuß. Hinweise zu den Tätern oder über verdächtige Wahrnehmungen nimmt der Polizeiposten Bad Rappenau unter Telefon 07264 95900 entgegen.",
01.12.2013,Heilbronn,,Austraße,,,x,,,Eine Firma in der Heilbronn Austraße war in der Nacht zum Sonntag das Ziel eines Einbrechers. Der bislang noch Unbekannte war dort in eine Werkstatt eingedrungen und ließ zwei Autoreifen mitgehen. Der angerichtete Sachschaden dürfte bei mehreren hundert Euro liegen. Sachdienliche Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131/104-2500 entgegen.,
01.12.2013,Neckarsulm,,Weidachstraße,,,x,,,"Eine Firma in der Neckarsulmer Weidachstraße wurde in der Nacht zum Sonntag von einem bislang unbekannten Einbrecher heimgesucht. Der Täter hatte ein Fenster aufgebrochen und konnte so in das Innere der Räume gelangen. Dort wurden weitere Türen aufgehebelt. Gestohlen wurde fast nichts, jedoch beläuft sich der angerichtete Sachschaden auf rund 2.500 Euro.",
01.12.2013,Neckarsulm,,,10.000,,x,,,In der gleichen Nacht und in der gleichen Straße wurde in eine weitere Firma eingebrochen. Im Innern wurden sämtliche Schränke durchwühlt und Behältnisse aufgebrochen. Bei dieser Einbruchstour fiel dem Unbekannten ein vierstelliger Eurobetrag in die Hände. Der angerichtete Sachsachaden dürfte rund 10.000 Euro betragen. Sachdienliche Hinweise nimmt die Polizei Neckarsulm unter der Tel.Nr.: 07132/93710 entgegen.,
02.12.2013,Heilbronn,,Bahnhofstraße,,,,,Kirche,"Auch in das Gebäude einer Kirchengemeinde in der Heilbronner Bahnhofstraße verschafften sich unbekannte Einbrecher am vergangenen Wochenende gewaltsamen Zutritt. Zwischen Samstagabend 18 Uhr und Montagmorgen warfen die Unbekannten eine Fensterscheibe ein und gelangten so ins Innere des Gebäudes. Dort scheiterte zunächst der Versuch eine verschlossene Bürotür zu öffnen, worauf die Täter ein weiteres Fenster einschlugen. Dort hebelten sie einen Schlüsselkasten auf und stahlen aus diesem einen Generalschlüssel. So war es den Tätern möglich in sämtliche Büros zu gelangen. Dort wüteten die Einbrecher regelrecht indem sie Schränke, Schubladen und Rollcontainer aufhebelten oder mit Gewalt herausrissen. Aus einer Geldkassette wurde Bargeld in noch nicht bekannter Höhe entwendet. Der angerichtete Schaden am Inventar ist beträchtlich und dürfte im fünfstelligen Eurobereich liegen. Zeugen beider Fälle werden gebeten sich mit der Heilbronner Polizei, unter Telefon 07131/104-2500, in Verbindung zu setzen.",
02.12.2013,Heilbronn,,Käferflugstraße,500,,,x,,In der Nacht zum Montag verschafften sich bislang unbekannte Einbrecher Zutritt in eine Gaststätte in der Heilbronner Käferflugstraße. Nachdem sie die Alarmanlage außer Betrieb gesetzt und eine Türe aufgehebelt hatten gelangten die Täter in den Gastraum. Dort brachen sie mehrere Spielautomaten auf und entwendeten aus diesen Münzgeld in unbekannter Höhe. Weiterhin nahmen sie aus verschiedenen Behältnissen mehrere hundert Euro Bargeld sowie eine mit Leergut gefüllten Tüte mit. Am Gebäude entstand zudem ein Sachschaden von rund 500 Euro.,
02.12.2013,Heilbronn,,Sontheimer Straße,,,x,,,"Vermutlich weil der Täter gestört wurde, misslang am Montag, gegen 03.15 Uhr ein Einbruch in ein Wettbüro in der Sontheimer Straße in Heilbronn. Der Unbekannte hatte versucht, mit einem Werkzeug die Tür des Büros aufzuwuchten. Dies klappte jedoch nicht auf Anhieb, sodass der Einbrecher, welcher bei der weiteren Tatausführung gestört wurde, sein Heil in der Flucht suchte. Hinweise nimmt die Polizei Heilbronn unter der Tel.Nr.: 07131/104-2500 entgegen.",
03.12.2013,Leingarten,,Dieselstraße,,,x,,,Bei einem Einbruch in ein Büro und ein Fotostudio in der Leingartener Dieselstraße in der Nacht zum Dienstag ließ der Täter hochwertige Kameras und Zubehör mitgehen. Die Höhe des angerichteten Sachschadens ist derzeit noch nicht bekannt. Der Unbekannte hatte zunächst ein Fenster aufgebrochen und konnte so in das Innere der Räume gelangen. Sachdienliche Hinweise nimmt die Polizei Leintal unter der Tel.Nr.: 07138/810630 entgegen.,
04.12.2013,Neuenstein,Neureut,,,x,,,,"Auf Geräusche wurde die Bewohnerin eines Hauses im Neuensteiner Ortsteil Neureut am Mittwoch gegen 10.30 Uhr aufmerksam. Als die 29-Jährige nach dem Rechten sah, entdeckte sie ein Pärchen, welches sich offensichtlich unbemerkt in das Wohnhaus geschlichen hatte. Die beiden unterhielten sich in einer ausländischen Sprache. Als die Geschädigte daraufhin sagte, dass sie die Polizei rufen werde, ergriff das Duo die Flucht in Richtung Westen. Dort stiegen sie in ein am Ortsrand abgestelltes silbernes Fahrzeug und fuhren davon. Die unbekannte Frau war etwa 35 Jahre alt, 160 Zentimeter groß und auffallend dick. Sie trug eine dunkle Kapuzenjacke. Ihr Begleiter war cirka gleich alt, etwas größer und hatte dunkelbraune kurze Haare. Aufgrund der rechtzeitigen Entdeckung konnten die beiden Einbrecher nichts entwenden. Vermutlich handelte es sich um zwei Südosteuropäer. Sachdienliche Hinweise nimmt das Polizeirevier Öhringen unter Tel. 07941/9300 entgegen.",
05.12.2013,Eppingen,,Frauenbrunner Straße,,,x,,,"Den Maschendrahtzaun, der rund um das Areal eines Eppinger Getränkehandels in der Frauenbrunner Straße steht, trennte ein Unbekannter in der Nacht zum Donnerstag durch. Dann schlug er am Firmengebäude ein Fenster ein und kletterte in das Innere. Dort wuchtete er eine Bürotür auf und begab sich ins Obergeschoß, wo sich eine Wohnung befindet. Der Bewohner wachte jedoch auf und rief den Einbrecher an. Dieser nahm daraufhin die Beine in die Hand und flüchtete ohne Beute.",
05.12.2013,Kupferzell,,Sallstraße,20.000,,x,,,"In einen Baumarkt in der Mangoldsaller Sallstraße drangen zwei unbekannte Täter in der Nacht zum Donnerstag mit Brachialgewalt ein. Anschließend entwendeten sie gezielt cirka 30 hochwertige Motorsägen der Marke Stihl im Gesamtwert von rund 20.000 Euro. Bevor sie verschwanden nahmen sie noch das Wechselgeld aus der Kasse sowie einen kompletten kleinen Tresor, in dem sich weiteres Wechselgeld befand, mit. Die beiden Täter hatten vor dem Eingangstor ihr Fahrzeug geparkt, um ihre Beute zu einzuladen. Zeugen, denen in der Tatnacht etwas Verdächtiges aufgefallen ist, sollten sich unter Tel. 07940/9400 bei der Künzelsauer Polizei melden.",
07.12.2013,Obersulm,Eschenau,Falternstraße,,x,,,,"Ein Einfamilienhaus in der Eschenauer Falternstraße war am Samstag zwischen 15:30 -18:00 Uhr das Ziel eines Einbrechers. Der Täter hatte eine Tür aufgehebelt und konnte so in das Innere des Gebäudes gelangen. Anschließend machte sich der Unbekannte an einem Tresor zu schaffen. Nach bisherigem Stand der Ermittlungen wurde jedoch nichts aus dem Haus entwendet. Die Polizei schließt nicht aus, dass der Täter bei der Tatausführung gestört wurde und deshalb ohne Beute die Tatörtlichkeit verließ. Personen, die rund um den Tatort verdächtige Wahrnehmungen machen konnten oder sonstige sachdienliche Hinweise geben können, werden gebeten sich unter der Tel.Nr.: 07134/9920 mit der Polizei Weinsberg in Verbindung zu setzten.",
07.12.2013,Öhringen,,,,x,,,,"Die Abwesenheit der Bewohner wollten unbekannte Einbrecher von Donnerstag auf Freitag nutzen. Im Rosengarten versuchten sie von der Straßenseite her das teilweise durch Buschwerk verdeckte Küchenfenster aufzuhebeln. Aus unbekannten Gründen ließen sie von dem Einbruch ab, vermutlich wurden sie gestört. Ein Bekannter der im Urlaub befindlichen Besitzer bemerkte den Schaden bei seiner täglichen Nachschau.",
07.12.2013,Talheim,,Bahnhofstraße,,x,,,,"Bislang unbekannte Einbrecher suchten am vergangenen Wochenende ein Wohn- und Geschäftshaus in der Talheimer Bahnhofstraße heim. Vermutlich am Samstagnachmittag oder den frühen Abendstunden verschafften sich die Diebe gewaltsam Zutritt in das Gebäude, indem sie ein Fenster aufhebelten und in die Räumlichkeiten gelangten. In der Wohnung durchstöberten sie das Inventar nach möglichem Diebesgut, wobei ihnen Bargeld in noch nicht bekannter Höhe in die Hände fiel. Auch aus dem Verkaufsraum einer Gärtnerei, die sich im Erdgeschoss des Hauses befindet, entwendeten die Langfinger aus einem Portemonnaie Bargeld. Da sich das Gebäude im Talheimer Ortskerne befindet hofft die Polizei auf Zeugen. Diese setzen sich bitte mit der Untergruppenbacher Polizei, Telefon 07131/644630, in Verbindung.",
09.12.2013,Künzelsau,,Schulen,,,,x,,"In einen Verkaufsstand auf dem Vorplatz der Gewerblichen Schulen in Künzelsau brachen Unbekannte in der Nacht zum Montag ein. Zunächst versuchten sie vergeblich die Metalltür des Kiosks aufzuwuchten. Als dies nicht gelang, brachen sie die Klappe zum Verkaufsstand auf und drangen so ins Innere vor. Die Täter erbeuteten daraus vier Kartons mit Energy-Drinks und zwei Kartons mit verschiedenen Schoko- und Müsliriegeln. Der angerichtete Sachschaden in Höhe von 500 Euro übertrifft bei weitem den Wert des Diebesguts. Wer im Tatzeitraum zwischen Sonntag, 19 Uhr, und dem frühen Montagmorgen im Bereich des Schulgeländes Am Gaisberg verdächtige Wahrnehmungen gemacht hat, sollte sich bei der Polizei in Künzelsau, Telefon 07940-9400, melden.",
09.12.2013,Obersulm,,Eichstraße,,x,,,,"Zwei Einbrüche ereigneten sich am Montag im Raum Obersulm. In ein Einfamilienhaus in der Eichstraße in Obersulm-Eichelberg stieg ein Unbekannter über ein Kellerfenster ein, das er zuvor gewaltsam geöffnet hatte. Der Einbruch ereignete sich zwischen 15:50 und 20:00 Uhr. Der Täter durchsuchte mehrere Schränke im Inneren.",
09.12.2013,Obersulm,,Breitäckern,,x,,,,"Ein weiterer Einbruch ereignete sich zwischen 13:30 und 19:00 Uhr in den Breitäckern in Obersulm-Willsbach. Dort drang der Täter über eine Terrassentüre im Untergeschoss in das Gebäude ein. Beide Häuser wurden durch den Täter durchsucht. Welche Gegenstände jeweils entwendet wurden kann zurzeit noch nicht gesagt werden. Der entstandene Sachschaden beläuft sich auf mindestens 1000 Euro. Derzeit wird nicht ausgeschlossen, dass beide Einbrüche von denselben Tätern begangen worden sind. Personen die an den Tatörtlichkeiten verdächtige Wahrnehmungen gemacht haben oder sonstige sachdienliche Hinweise geben können, werden gebeten sich mit der Polizei Weinsberg, unter Tel.-Nr.: 07134/9920, in Verbindung zu setzen.",
