Datum,Gemeinde,Ortsteil,Straße,Kategorie,Einbruchsversuch,Täter festgenommen?,ganze Polizei-Meldung
26.10.2014,Erlenbach,,Schulgasse,,,,"Mit der Bearbeitung eines Einbruchsdeliktes ist derzeit die Polizei Neckarsulm befasst. Am Sonntag, in der Zeit von 02.15 Uhr bis 10.00 Uhr, hatte sich ein Unbekannter gewaltsam Zugang in eine Gaststätte in der Schulgasse verschafft, indem er ein Fenster einschlug und so in das Innere des Gebäudes gelangen konnte. Hier wurde weitere Türen aufgebrochen und die Zimmer durchsucht. Insgesamt fiel dem Täter bei seinem Beutezug Bargeld im dreistelligen Eurobereich in die Hände. Der angerichtete Sachschaden ist beträchtlich. Dieser dürfte nach ersten Schätzungen bei rund 8.000 bis 10.000 Euro liegen. Sachdienliche Hinweise nimmt die Polizei Neckarsulm unter der Tel.Nr.: 07132 9371-0 entgegen."
26.11.2014,Heilbronn,Böckingen,Stresemannstraße,,X,X,"Zwei eigentlich unglaubliche Taten wurden der Unterländer Polizei am Mittwoch gemeldet. Gegen 15 Uhr klingelte eine zunächst Unbekannte an einer Haustüre in der Böckinger Stresemannstraße. Als niemand öffnete, schaute sie zunächst durch ein Seitenfenster. Offenbar in dem Glauben, dass niemand zuhause ist, griff sie dann, mit ihrem Schal in der Hand, durch den Briefkastenschlitz. Dann versuchte sie, diesen Schal über die Klinke der Haustüre zu werfen. Nachdem ihr dies trotz mehrerer Versuche nicht gelang, suchte sie das Weite. Die Bewohnerin stand die ganze Zeit an der Haustüre und hatte die Versuche beobachtet. Die alarmierte Polizei nahm im Rahmen der Fahndung eine Frau, auf die die Beschreibung passte, fest. Die Ermittlungen gegen die aus Osteuropa stammende 23-Jährige dauern an."
26.11.2014,Heilbronn,,Berliner Platz 12,Einkaufsmöglichkeit,,,"Unbekannte Täter gelangten im Zeitraum von Mittwoch 19 Uhr bis Donnerstag 1 Uhr in den Innenraum der Stadtbibliothek am Berliner Platz in der Heilbronner Innenstadt. Die Täter begaben sich zunächst in die frei zugängliche Halle des K3. Dort wurden die beiden elektrischen Flügel der Glasschiebetür der Bibliothek auf bislang unbekannte Weise geöffnet. Der Sicherheitsdienst entdeckte die geöffneten Türen gegen 1 Uhr, ging wohl aber zunächst von einem technischen Defekt aus und verschloss die Türen wieder. Erst bei Öffnung der Bibliothek am nächsten Morgen wurde ein Schaden an der Türe bemerkt. Nach den bisherigen Erkenntnissen wurden keine Gegenstände aus der Bibliothek gestohlen. Hinweise nimmt das Polizeirevier Heilbronn unter der Telefonnummer 07131-1042500 entgegen."
26.11.2014,Obersulm,Sülzbach,Altenbergstraße,,,,In Obersulm-Sülzbach stiegen Unbekannte am Mittwochvormittag in der Altenbergstraße in ein Einfamilienhaus ein und stahlen etwas Bargeld. Hinweise hat die Polizei keine.
26.11.2014,Heilbronn,,Lessingstraße,,,,"In der Lessingstraße in Heilbronn kletterten Unbekannte an der Südseite eines Hauses irgendwann in den vergangenen Tagen über die Balkonbrüstung. Nachdem sie die Balkontüre aufgewuchtet hatten gelangten sie ins Gebäudeinnere, wo sie die Zimmer durchsuchten und etwas Schmuck sowie ein Laptop mitgehen ließen. Die genaue Tatzeit ist unsicher, da sich die Bewohnerin im Krankenhaus befand."
26.11.2014,Künzelsau,,Lindenstraße 8,Jugendhaus,,,"Einen Sachschaden in Höhe von zirka 3.000 Euro verursachten bislang noch Unbekannte bei einem Einbruch in das Jugendzentrum Künzelsau. In der Zeit zwischen Dienstagabend, 22:00 Uhr, und Mittwochmorgen, 8:00 Uhr, schlugen sie mit einem Betonbrocken ein Fenster ein. Hierdurch kamen sie ins Gebäude. Weil sie im Innern vermutlich nicht alle verschlossenen Räume betreten konnten, verließen sie zunächst das Haus wieder. An der Haupteingangstüre schlugen sie danach die Verglasung ein und konnten nun durch diese Öffnung einsteigen. Letztlich stahlen sie einen Flachbildschirm, vermutlich 19 Zoll, sowie eine Playstation. Der Diebstahlschaden dürfte erheblich niedriger sein als der angerichtete Sachschaden. Die Polizei in Künzelsau, Telefon 07940 940-0, sucht Zeugen, die verdächtige Wahrnehmungen gemacht haben."
26.12.2014,Eppingen,,Waldstraße,Vereinsheim,,,"Bislang unbekannte Täter verschafften sich in der Nacht zum 2. Weihnachtsfeiertag durch Aufbrechen einer Türe Zugang zum Vereinsheim des Tennisclubs in der Waldstraße. Durch Aufbrechen einer weiteren Türe gelangten die Täter in die Gaststätte, wo den Tätern etwa 100 EURO Münzgeld und 1 Mobiltelefon in die Hände fiel."
27.10.2014,Heilbronn,,Riedweg,,,,"Auf ein Wohnhaus im Heilbronner Riedweg hatte es ein bislang Unbekannter am Montag, in der Zeit von 06.50 Uhr bis 11.15 Uhr, abgesehen. Der Täter versuchte offenbar eine Tür aufzuwuchten, was jedoch glücklicherweise nicht gelang. Die Höhe des angerichteten Sachschadens ist nicht bekannt. Personen, die am Montagvormittag im Bereich der Riedstraße verdächtige Wahrnehmungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07131 20406-0 mit der Polizei Heilbronn-Böckingen in Verbindung zu setzen."
27.11.2014,Hardthausen,Gochsen,Uhlandstraße,,,,Schmuck und Armbanduhren stahlen Unbekannte bei einem Einbruch im Hardthausener Ortsteil Gochsen. Die Diebe wuchteten am Donnerstag in der Zeit zwischen 15.50 Uhr und 18 Uhr die Terrassentüre eines Wohnhauses in der Uhlandstraße auf. Im Inneren des Gebäudes durchsuchten sie alle Schränke und steckten ihre Beute ein.
27.11.2014,Langenbrettach,,Gartenstraße,,,,"In Langenbrettach hebelten Einbrecher im Laufe des Donnerstags an einem Wohnhaus in der Gartenstraße ein Kellerfenster auf und stiegen ein. Ihre Beute: Ein Ring. Hinweise auf die Täter hat die Polizei in beiden Fällen keine. Verdächtige Beobachtungen sollten unverzüglich gemeldet werden. Wer am Donnerstag verdächtige Personen oder Fahrzeuge im Bereich der Gochsener Uhlandstraße oder der Langenbbrettacher Gartenstraße gesehen hat, wird gebeten, sich mit der Kriminalpolizei Heilbronn, Telefon 07131 104-4444, in Verbindung zu setzen."
27.11.2014,Öhringen,Unterohrn ,Dertelstraße,,,,"Zu einem Einbruch in ein Wohnhaus am Donnerstagnachmittag in der Unterohrner Dertelstraße sucht die Polizei Zeugen. Zwischen 14:40 und 19:40 Uhr gelang es einem Unbekannten, über ein gekipptes Kellerfenster in ein Haus einzusteigen. Nach derzeitigen Erkenntnissen fehlt ein geringerer Bargeldbetrag; der angerichtete Sachschaden liegt bei zirka 1.000 Euro. Zeugen, die verdächtige Wahrnehmungen gemacht haben werden gebeten, sich bei der Polizei Öhringen, Telefon 07941 930-0, zu melden."
27.12.2014,Neckarsulm,Amorbach,Am Reichertsberg,,,,"Samstagnachmittag brachen unbekannte Täter die Terrassentüre an der Gebäuderückseite eines Einfamilienhauses Am Reichertsberg auf. Sämtliche Zimmer und Schränke wurde von den Einbrechern durchsucht. Sie erbeuteten Schmuck und Bargeld und konnten unerkannt den Tatort wieder verlassen. Der Einbruch wurde vom Hausbesitzer bemerkt, als er gegen 19.00 Uhr nach Hause kam. Hinweise bitte an das Polizeirevier Neckarsulm, Tel.Nr.07132/93710"
28.10.2014,Heilbronn,,Siedlungsstraße,,X,,"Auf ein Wohnhaus in der Heilbronner Siedlungsstraße hatte es ein bislang Unbekannter in der Nacht zum Dienstag abgesehen. Der Täter versuchte offenbar, mehrere Türen gewaltsam zu öffnen, was ihm jedoch glücklicherweise nicht gelang. Ohne in das Gebäude zu gelangen, zog er von dannen und hinterließ einen Sachschaden von mehreren hundert Euro. Personen, die während der betreffenden Tatnacht im Bereich der Siedlungsstraße verdächtige Beobachtungen machen konnten werden gebeten, sich unter der Tel.Nr.: 07131 2833-0 mit der Polizei Heilbronn-Neckargartach in Verbindung zu setzen."
28.10.2014,Ilsfeld,,Robert-Bopp-Weg,Firmengebäude,,,"Auf die Büroräume eines im Ilsfelder Robert-Bopp-Weg aufgestellten Containerzusammenschlusses hatte es in der Nacht zum Dienst ein bislang Unbekannter abgesehen. Der Täter hatte sich durch ein Fenster gewaltsam Zugang zu den Innenräumen verschaffft und dort alles durchsucht. Bei seinem Beutezug fielen dem Einbrecher etwas Bargeld, ein Navigationsgerät und ein Laptop in die Hände. Der angerichtete Sachschaden dürfte bei etwa 1.000 Euro liegen. Sachdienliche Hinweise nimmt die Weinsberger Polizei unter der Tel.Nr.: 07134 992-0 entgegen."
28.11.2014,Heilbronn,,Kretschmerstraße,,,,"Gute Nerven bewiesen Einbrecher am Freitagabend. In der Zeit zwischen 16.30 und 19 Uhr schlugen sie ein Loch in die Terrassentüre eines Wohnhauses in der Kretschmerstraße. Im Gebäude sperrten sie den Familienhund, einen Mischling, ins Kinderzimmer und durchsuchten die Wohnung. Offensichtlich nahmen sie nur einen Karton und eine ältere Playstation mit. Kurz nach 18.30 Uhr sah ein Zeuge zwei Männer, die aus Richtung des Tatortes kamen und weiter gingen zur Meßnerstraße. Einer des Duos soll einen Karton mit auffälligen Streifen an der Außenseite getragen haben. Dieser sah aus wie der, der am Tatort in der Kretschmerstraße gestohlen wurde, weshalb die Polizei nicht ausschließt, dass es sich um die Einbrecher handelte. Wie der Zeuge beobachtete stiegen die beiden Unbekannten in einen PKW mit Fliesheck und DA - Kennzeichen. In dem Wagen, der vor dem Gebäude 8 der Meßnerstraße parkte, hatte der Fahrer wohl auf die Männer gewartet. Das Trio fuhr dann weg. Der Fahrer konnte beschrieben werden. Er ist etwa 25 bis 30 Jahre alt und hat dunkelblonde Haare. Er trug eine hellbraune Jacke. Weitere Hinweise, insbesondere auch auf das Fahrzeug, gehen an die Kripo Heilbronn, Telefon 07131 104-4444, oder an den Polizeiposten Obersulm."
29.10.2014,Weinsberg,,Traubenplatz ,,X,,"Am Mittwochabend drangen zwei Unbekannte in eine staatliche Einrichtung im Traubenplatz in Weinsberg ein, wobei sie ein Schaden in Höhe von 1.500 Euro verursachten. Ein Mitarbeiter überraschte die Beiden bei dem Versuch, sich weiteren Zugang im Gebäude zu verschaffen, woraufhin diese die Flucht angetreten haben. Mehrere Polizeibeamte durchsuchten erfolglos die Örtlichkeit. Zeugen oder Personen die sachdienliche Hinweise, geben können mögen sich an das Polizeirevier Weinsberg, Telefon 07134 992 0, wenden."
29.10.2014,Bretzfeld,Bitzfeld,Weißlensburger Straße,Firmengebäude,,,"Einbrecher waren vermutlich in der Nacht zum Mittwoch im Steinbruch in der Weißlensburger Straße in Bitzfeld aktiv. Sie hebelten an zwei dort ansässigen Firmengebäuden die Eingangstüren auf und drangen in die Büro- und Sozialräume ein. Dabei gingen sie mit Brachialgewalt vor und richteten einen Sachschaden in Höhe von etwa 3.000 Euro an. Die Täter erbeuteten aus zwei Geldkassetten das Bargeld. Zudem blieb es bei dem Versuch, vier Flaschen Wein zu entwenden. Unter Umständen wurden Eindringlinge bei ihrem Tun gestört. Wer im Tatzeitraum zwischen Dienstag, 18 Uhr, und Mittwochmorgen etwas Verdächtiges im Bereich der beiden Steinbruchbetriebe gemacht hat, sollte sich bei der Polizei in Bretzfeld, Telefon 07946 940010, melden."
29.10.2014,Heilbronn,,Fritz-Ulrich-Straße,,,,"Eine Wohnung in einem Heilbronner Mehrfamilienhaus in der Fritz-Ulrich-Straße war am Mittwoch, in der Zeit von 07.30 Uhr bis 13.00 Uhr, das Ziel eines Unbekannten. Ein Täter hatte auf nicht bekannte Weise die Tür der Wohnung geöffnet und dort sämtliche Räume durchsucht. Hierbei fielen dem Einbrecher eine hochwertige Elektroküchenmaschine, etwas Bargeld, ein Mobiltelefon und einige Schmuckstücke in die Hände. Danach suchte der Einbrecher unerkannt das Weite. Sachdienliche Hinweise zum Täter nimmt die Polizei Heilbronn-Böckingen unter der Tel.Nr.: 07131 31388 entgegen."
29.10.2014,Weinsberg,,Traubenplatz 5,,,,"Mit der Bearbeitung eines Einbruchsdeliktes ist derzeit die Polizei Weinsberg befasst. Am Mittwoch, gegen 20.00 Uhr, hatten sich zwei bislang Unbekannte gewaltsam Zugang zur staatlichen Lehr- und Versuchsanstalt für Wein- und Obstbau am Weinsberger Traubenplatz verschafft. Obwohl das gesamte Gebäude zeitnah von rund 20 Polizeibeamten umstellt wurde, war es den Einbrechern vermutlich kurz zuvor gelungen, sich unerkannt vom Tatort zu entfernen. Gestohlen wurde wahrscheinlich nichts. Der angerichtete Sachschaden beläuft sich auf etwa 1.500 Euro. Sachdienliche Hinweise zu den Tätern nimmt die Weinsberger Polizei unter der Tel.Nr.: 07134 992-0 entgegen."
29.11.2014,Bretzfeld,,Merowinger Straße,,X,,"Mehrere Versuche, in ein Haus in Bretzfeld-Bitzfeld einzubrechen, unternahm ein Unbekannter in der Zeit von Mittwoch bis Samstag in Bitzfeld. In der Merowinger Straße scheiterte er dabei an mehreren Fenstern und Türen, hinterließ dabei jedoch einen Sachschaden, dessen Höhe noch nicht feststeht. Hinweise an den Polizeiposten Bretzfeld, Tel. 07946 940010"
29.11.2014,Künzelsau,Gaisbach,Ballenwasen 4,Sportheim,X,,"Ein unbekannter Einbrecher wollte in der Zeit von Freitagnacht bis Samstagmittag in das Sportheim in Gaisbach einbrechen. Nachdem er eine Lichtschachtabdeckung aufgebogen hatte, wurde er offenbar gestört und ließ von seinem Vorhaben ab. So entstand nur ein geringer Sachschaden an dem Lichtschacht. Zeugenhinweise an das Polizeirevier Künzelsau, Tel. 07940 9400"
29.11.2014,Kupferzell,,Alte Haller Straße,,,,"In der Alten Haller Straße in Kupferzell waren am Samstag Einbrecher aktiv. Sie gelangten in der Zeit zwischen 8.30 und 22 Uhr gewaltsam in ein Wohnhaus, wo sie sämtliche Räume und Möbel durchsuchten. Sie erbeuteten diverse Schmuckstücke und bauten zudem zwei Tresore aus. Die beiden Wertschränke nahmen sie mit dem kompletten Inhalt, darunter Bankdokumenten und Bargeld, mit. Der entstandene Sach- und Diebstahlschaden steht noch nicht fest. Personen, die im Tatzeitraum verdächtige Wahrnehmungen im Bereich des Kupferzeller Wohngebietes gemacht haben, werden gebeten, sich bei der Polizei in Künzelsau, Telefon 07940 9400, zu melden."
29.11.2014,Weißbach,,Ahornweg,,,,"Beim Ausritt mit ihren Pferden fanden zwei junge Frauen am Samstag in einem Waldstück bei Crispenhofen einen aufgebrochenen Tresor. Sie verständigten die Polizei. Die Beamten stellten vor Ort fest, dass sich noch eine größere Anzahl Sammlermünzen in dem Wertschrank und im Bereich des Fundorts befanden. Weiterhin gaben diverse zurückgelassene Unterlagen Hinweise auf den Geschädigten. Es stellte sich heraus, dass Einbrecher in der Zeit zwischen Freitag und Samstag in dessen Wohnhaus im Weißbacher Ahornweg eingedrungen waren. Dort hatten die Täter den Tresor von der Wand gerissen und komplett mitgenommen. Sie richteten Sach- und Diebstahlschaden in noch unbekannter Höhe an. Die Kriminalpolizei nimmt unter der Telefonnummer 07940 9400 Zeugenhinweise entgegen. Insbesondere sollten sich Personen melden, die im Zeitraum zwischen Freitag, 13 Uhr, und Samstag, 13 Uhr, oder auch später im Bereich des Tat- oder Fundortes etwas Verdächtiges bemerkt haben."
29.11.2014,Heilbronn,Böckingen,,,,,"Von Samstagmittag bis Samstagabend drangen Unbekannte in ein Wohnhaus im Wohngebiet ""Kreuzgrund"" ein. Nach dem Aufbrechen einer Türe durchwühlten die Einbrecher mehrere Möbelstücke und stahlen unter anderem Schmuck mit einem Wert im vierstelligen Bereich."
29.11.2014,Heilbronn,Böckingen,Wacholderweg,,,,"Im Wacholderweg brachen Unbekannte im gleichen Zeitraum in ein Wohnhaus ein. Nach dem Aufhebeln einer Türe gelangten die Einbrecher in das Haus. Die Räume wurden durchsucht und Schmuck mit einem Wert in noch unbekannter Höhe gestohlen. Zeugenhinweise an das Polizeirevier Heilbronn-Böckingen, Tel. 07131 204060"
29.11.2014,Untergruppenbach,,Humboldtstraße 9,Schule,,,"In Schule eingebrochen In der Nacht von Freitag auf Samstag brachen Unbekannte in die Stettenfelsschule in Untergruppenbach ein. Nach dem Aufhebeln eines Fensters gelangten sie in die Schule und brachen dort Türen auf. In den Räumen wurden mehrere Schränke durchwühlt. Über das Diebesgut liegen noch keine näheren Erkenntnisse vor. Zeugenhinweise an den Polizeiposten Untergruppenbach, Tel. 07131 644630"
03.10.2014,Heilbronn,,Hiplerweg,,,,"Ein bislang Unbekannter gelangte am Freitag gegen 21.35 Uhr über ein defektes und offen stehende Garagentor in das Kellergeschoss eines Mehrfamilienhauses im Hiplerweg. Nach dem Aufhebeln zweier Holztüren führte ihn der Weg ins Treppenhaus, wo er wiederum gewaltsam in eine Erdgeschosswohnung eindrang. Da die Wohnung unbewohnt war, verschwand der Täter ohne Diebesgut. Hinweis über verdächtige Wahrnehmungen bitte an das Polizeirevier Heilbronn unter Telefon 07131 104-2500."
03.10.2014,Neckarsulm,,Bleichstraße,,,,"Ein bislang unbekannter Täter begab sich im Zeitraum zwischen dem 13.09.14 und vergange-nem Freitag auf der Gebäuderückseite eines Zweifamilienwohnhauses in der Bleichstraße auf den Balkon und brach dort die Balkontüre auf. In der Wohnung durchsuchte der Täter diverse Zimmer und Behältnisse, wobei ihm diverse Schmuckstücke in die Hände fielen."
03.11.2014,Hüffenhardt,,Mühlweg 1,Kindergarten,,,Der evangelische Kindergarten im Hüffenhardter Mühlweg war in der Zeit von Freitag bis Montag das Ziel eines Unbekannten. Der Täter hatte mit einem unbekannten Werkzeug die Tür der Gartenhütte aufgebrochen. Vermutlich wurde nichts gestohlen. Der angerichtete Sachschaden beläuft sich auf rund 100 Euro. Sachdienliche Hinweise nimmt die Polizei Aglasterhausen unter der Tel.Nr.: 06262 917708-0 entgegen.
03.11.2014,Heilbronn,,Im Haselter,,,,Im Haselter
03.11.2014,Nordheim,,Meisenstraße,,,,"Das evangelische Gemeindehaus in der Nordheim-Nordhausener Meisenstraße war in der Zeit von Sonntag, 12.00 Uhr, bis Montag 11.30 Uhr, das Ziel eines Unbekannten. Der Einbrecher hatte zunächst ein Fenster aufgehebelt und konnte so in das Gebäudeinnere gelangen. Dort brach der Täter mehrere Schränke auf und ließ einen Beamer mitgehen. Auch die Türen zu weiteren Räumen wurden gewaltsam geöffnet. Vermutlich wurde außer dem Beamer nichts weiteres gestohlen. Der angerichtete Sachschaden dürfte bei etwa 2.000 Euro liegen. Sachdienliche Hinweise nimmt die Polizei Lauffen unter der Tel.Nr.: 07133 209-0 entgegen."
03.12.2014,Öhringen,,Möhringer Feld,,,,"Eine böse Überraschung erlebte ein Eigenheimbesitzer am Mittwochabend in Öhringen. Als er gegen 20.45 Uhr in sein Haus in der Straße im Möhriger Feld zurückkehrte, musste er feststellen, dass Unbekannte gewaltsam in die Wohnräume gelangt waren. Dort hatten sie sämtliche Schränke durchsucht. Sie entwendeten Modeschmuck und eine Geldkarte. Gegen 20 Uhr bemerkten Nachbarn Geräusche in der Umgebung des Hauses. Wer weitere verdächtige Wahrnehmungen gemacht hat, sollte sich bei der Polizei in Öhringen, Telefon 07941 9300, melden."
03.12.2014,Öhringen,,Hindenburgstraße 58,Einkaufsmöglichkeit,,,"Die Öhringer Zulassungsstelle in der Hindenburgstraße war in der Nacht zum Mittwoch das Ziel von Einbrechern. Über den Hintereingang drangen sie gewaltsam in die Büroräume ein und brachen dort mehrere Bürocontainer auf. Sie fanden jedoch nur einen geringen Bargeldbetrag. Außerdem versuchten sie einen Tresor aufzuflexen. Der Wertschrank hielt jedoch den Bemühungen der Täter stand. Sie mussten mit nur geringer Beute wieder abziehen. Der angerichtete Sachschaden geht allerdings in die Tausende. Personen, die in der Zeit zwischen Dienstag, 16.15 Uhr, und Mittwoch, 7.15 Uhr, verdächtige Wahrnehmungen im Tatortbereich gemacht haben werden gebeten, sich bei der Polizei in Öhringen, Telefon 07941 9300, zu melden."
30.10.2014,Flein,,Lerchenstraße,,,,"Am Donnerstag zwischen 11:00 Uhr und 21:30 Uhr brach ein unbekannter Täter in der Lerchenstraße, Flein, in ein Einfamilienhaus ein. Er verschaffte sich über ein eingeschlagenes Fenster Zugang ins Haus. Hierbei entstand ein Schaden von etwa 1100 Euro. Zeugen oder Personen die sachdienliche Hinweise zu dem Täter oder dem Vorfall geben können mögen sich an das Polizeirevier Weinsberg, Telefon 07134 992 0, wenden."
30.11.2014,Künzelsau,,Seestraße,Kindergarten,,,"Vermutlich am vergangenen Wochenende war der Kindergarten in der Künzelsauer Seestraße Ziel unbekannter Einbrecher. In der Zeit zwischen Freitag, 16 Uhr, und Montag, 6.45 Uhr, öffneten sie ein Holzfenster zum Gruppenraum gewaltsam und drangen so in die Räumlichkeiten ein. Aus einem Schrank erbeuteten die Täter eine Schachtel mit Süßigkeiten und verließen den Tatort ohne weitere Beute. Der entstandene Sachschaden übertrifft den Wert des süßen Diebesguts im Wert von etwa drei Euro bei Weitem. Die Polizei Künzelsau nimmt unter Telefon 07940 9400 Hinweise entgegen."
30.11.2014,Flein,,Schulstraße 35,Schule,,,"Ein Fenster brachen Unbekannte in der Nacht zum Sonntag an der Grund- und Hauptschule in Flein auf und stiegen in das Gebäude ein. Einen im Büro stehenden Tresor hebelten sie auf und stahlen den Inhalt. Hinweise auf die Täter hat die Polizei keine. Verdächtige Wahrnehmungen sollten dem Polizeiposten Untergruppenbach, Telefon 07131 644630, mitgeteilt werden."
30.11.2014,Heilbronn ,,Robert-Mayer-Straße,,,,Am Wochenende wurde die Unterländer Polizei wieder zu Wohnungseinbrüchen gerufen. In Heilbronn wurde vermutlich in der Nacht zum Sonntag an einem Einfamilienhaus in der Robert-Mayer-Straße die Haustüre zum Untergeschoss aufgewuchtet. Im Gebäudeinnern durchwühlten die Täter Schubladen und Schränke. Sie stahlen eine Kamera mit Objektiven.
31.10.2014,Niedernhall,,Criesbacher Straße,,,,"Noch unbekannt ist, wer für einen Einbruch in der Criesbacher Straße in Niedernhall, in der Zeit zwischen Freitag, 19 Uhr, und Sonntag, 12 Uhr, verantwortlich ist. Nach Aufbrechen einer verschlossenen Türe gelangten die Täter in das Treppenhaus des Wohn- und Geschäftshauses. Nachdem eine weitere verschlossene Türe gewaltsam geöffnet wurde, hatten sie freien Zugang zu den Büroräumen. Nach bisherigen Feststellungen wurde ein geringer Bargeldbetrag entwendet; Angaben zum entstandenen Sachschaden können noch nicht gemacht werden. Die Polizei in Niedernhall, Telefon 07940 8294, sucht Zeugen, die verdächtige Wahrnehmungen gemacht haben."
31.10.2014,Kupferzell,,Am Wasserturm,Firmengebäude,,,"Einbrecher gehen Firma an In der Zeit vom Donnerstag, 30.10.2014, 17.30 Uhr auf Freitag, 31.10.2014, 07.30 Uhr brachen wahrscheinlich mindestens zwei unbekannte Täter in die Firmenräumlichkeiten im Bereich Am Wasserturm ein. Hierzu hebelten sie vermutlich mit einem Stemmeisen oder ähnlichem an der Gebäuderückseite ein ebenerdiges Fenster auf und gelangten so in das Objekt. Im Gebäudeinneren warfen sie die Fensterfront einer Büroräumlichkeit mittels eines vorgefundenen Knochensteines ein und drangen so weiter vor. Aus den Büro- und Geschäftsräumen entwendeten sie teilweise sehr hochwertige Elektronikgeräte im fünfstelligen Eurobereich. Der angerichtete Schaden wird auf über 1000 Euro beziffert. Zeugen, die sachdienliche Angaben zu dem Einbruch machen können, werden gebeten sich beim Polizeirevier Künzelsau unter Telefon 07940/940422 zu melden."
31.10.2014,Öhringen,,Rathausstraße,Einkaufsmöglichkeit,,,"Öhringen: In Bekleidungsgeschäft eingebrochen In der Hauptsache auf Herrenbekleidung hatten es unbekannte Einbrecher in Öhringen abgesehen. In der Zeit von 02.30 bis gegen 03.30 Uhr brachen sie Freitagnacht in der Rathausstraße in das Geschäft ein. Der Wert des Diebesgutes beträgt mehrere Tausend Euro. Die Einbrecher dürften ein größeres Fahrzeug zum Abtransport der Kleidungsstücke benutzt haben. Hinweise an das Polizeirevier Öhringen, 07941 9300"
31.10.2014,Öhringen,Baumerlenbach,Erlengrundstraße,,,,"Öhringen-Baumerlenbach: In Gartenhaus eingebrochen Ein unbekannter Einbrecher brach in der Nacht von Donnerstag auf Freitag die Türe eines Gartenhauses in der Erlengrundstraße in Baumerlenbach auf. In dem Gartenhaus konnte er unter anderem einen geringen Bargeldbetrag aus der Kaffeekasse stehlen. Es entstand ein Schaden von insgesamt ca. 200 Euro. Hinweise an das Polizeirevier Öhringen, 07941 9300"
04.10.2014,Obersulm,Affaltrach,Bernhardstraße,,,,"Einen bislang noch unbekannten Einbrecher ertappte eine 41-Jährige am Samstagabend, gegen 19:25 Uhr, in ihrer Erdgeschoßwohnung in der Affaltracher Bernhardstraße. Die schwarz bekleidete Person trug einen Motorradhelm, so dass die Geschädigte auch keine nähere Personenbeschreibung abgeben konnte. Nachdem sie vom Täter noch einen Schlag auf den Hinterkopf erhielt, flüchtete dieser unerkannt aus der Wohnung. Nach derzeitigem Ermittlungsstand dürfte der Eindringling nichts mitgenommen haben, da er kurz nach Betreten der Wohnung über die offenstehende Terrassentüre von der Geschädigten überrascht wurde. Die Kriminalpolizei Heilbronn, Telefon 07131 104-4444, sucht Zeugen, die zur Tatzeit verdächtige Wahrnehmungen gemacht haben oder Angaben zum Täter - zirka 1,80 m groß, schlank, bekleidet mit schwarzer Lederjacke und blauen Jeans sowie einem schwarzen Motorradhelm mit verdunkeltem Visier und weißem Schriftzug - machen können."
04.10.2014,Bad Rappenau,Bonfeld,Nussäckerstraße,,,,"Ungebetenen Besuch erhielten die Bewohner eines Hauses in der Nussäckerstraße in Bonfeld am Samstagabend während ihrer Abwesenheit. In der Zeit zwischen 17:30 und 20:50 Uhr hebelten sie eine Balkontüre auf und gelangten so ins Gebäudeinnere. Sie durchsuchten und durchwühlten Zimmer und Schränke. Nach bisherigen Erkenntnissen entwendeten sie eine goldene Armbanduhr sowie eine goldene Halskette. Zeugen, die zur Tatzeit verdächtige Wahrnehmungen gemacht haben werden gebeten, sich mit der Kripo Heilbronn, Telefon 07131 104-2500, in Verbindung zu setzen."
04.12.2014,Güglingen,,Sophienstraße,,,,"Auf ein Wohnhaus in der Güglinger Sophienstraße hatte es am Donnerstag, in der Zeit von 06.30 Uhr bis 17.00 Uhr, ein bislang Unbekannter abgesehen. Der Täter hatte mit einem Gegenstand ein Fenster gewaltsam geöffnet und sich so Zugang zu dem Gebäude verschafft. Im Innern durchsuchte er sämtliche Schränke und andere Behältnisse. Derzeit ist noch nicht bekannt, ob etwas gestohlen wurde. Personen, welche am Donnerstagnachmittag im Bereich des Tatortes verdächtige Wahrnehmungen machen konnten werden gebeten, sich unter der Tel.Nr.: 07133 209-0 mit der Polizei Lauffen in Verbindung zu setzen."
04.12.2014,Langenbrettach ,Brettach,Gewann Hundsberg,Vereinsheim,,,"Auf ein Vereinsheimgebäude im Langenbrettach-Brettacher Gewann Hundsberg, hatte es in der Zeit von Dienstag bis Donnerstag ein bislang Unbekannter abgesehen. Der Täter verschaffte sich gewaltsam Zugang, indem der eine Tür aufwuchtete. Außer einer geringen Summe an Bargeld fiel dem Einbrecher nichts weiteres in die Hände. Die Höhe des angerichteten Sachschadens ist nicht bekannt. Personen, welche während des Tatzeitraumes im Bereich der Gewannes Hundsberg verdächtige Wahrnehmungen machen konnten, werden gebeten, sich unter der Tel.Nr.: 07139 4710-0 mit der Polizei Neuenstadt in Verbindung zu setzen."
04.12.2014,Flein,,Schichtäcker,Firmengebäude,,,"Ein Firmengebäude in der Fleiner Straße ""Schichtäcker"" und eine Metzgerei in der Heilbronner Straße waren in der Nacht zum Donnerstag die Ziele eines Unbekannten. In beiden Fällen hatte sich ein Einbrecher gewaltsam Zugang zu dem Räumen verschafft. Dem Täter fiel dabei eine gewisse Summe an Bargeld in die Hände, außerdem richtete er einen Gesamtsachschaden von mehreren tausend Euro an. Sachdienliche Hinweise nimmt die Polizei Untergruppenbach unter der Tel.Nr.: 97131 64463-0 entgegen."
